Gene	antismash_cluster_type	mibig_cluster	mibig_product	compound
MAG00656_0019_21	NAPAA	BGC0001412	Saccharide	polysaccharide C
MAG00659_0021_10	terpene	BGC0000637	Terpene	carotenoid
MAG00659_0021_17	terpene	BGC0002461	Polyketide	aureonuclemycin
MAG00659_0021_21	terpene	BGC0001379	NRP	BD-12
MAG00659_0021_5	terpene	BGC0001911, BGC0002376	Polyketide, Terpene	bombyxamycin A, raimonol
MAG00885_0126_1	lanthipeptide-class-ii	BGC0000203	Polyketide	BE-7585A
MAG00934_0279_1	lanthipeptide-class-ii	BGC0002425	RiPP	stlassin
MAG01093_0019_2	furan	BGC0000725, BGC0002338	Polyketide, Saccharide	alginate, sorangipyranone
MAG01093_0019_6	furan	BGC0002130	RiPP:Lanthipeptide	cacaoidin
MAG01093_0047_5	furan	BGC0001740	NRP+Polyketide	phthoxazolin
MAG01199_0001_28	furan	BGC0001372	Terpene	penigequinolone A
MAG01199_0001_33	furan	BGC0000187	Polyketide:Type II polyketide	asukamycin
MAG01199_0001_35	furan	BGC0001929	RiPP	WGK
MAG01495_0111_2	NRPS	BGC0002328	RiPP	Rc-AIP1
MAG01555_0102_3	LAP	BGC0001171	RiPP:LAP	listeriolysin S
MAG01586_0002_1	betalactone	BGC0001835	Polyketide	gynuellalide
MAG01586_0002_5	betalactone	BGC0002091	NRP	holomycin
MAG01586_0002_6	betalactone	BGC0000290	NRP:Glycopeptide	A-47934
MAG01586_0002_7	betalactone	BGC0000440, BGC0000441	NRP, NRP:Glycopeptide	teicoplanin
MAG01586_0002_8	betalactone	BGC0000792	Saccharide	polysaccharide
MAG01586_0007_10	NI-siderophore, NRPS, NRPS,T1PKS	BGC0001410	Saccharide	polysaccharide A
MAG01586_0007_13	NI-siderophore	BGC0001751	NRP+Polyketide	pyxipyrrolone A
MAG01586_0007_22	NI-siderophore	BGC0002679	NRP	chromobactin
MAG01586_0007_23	NI-siderophore	BGC0002679	NRP	chromobactin
MAG01586_0007_24	NI-siderophore	BGC0000159	Polyketide:Modular type I polyketide	tautomycin
MAG01586_0007_25	NI-siderophore	BGC0002681	Other	rhizobactin
MAG01586_0007_26	NI-siderophore	BGC0000352	NRP:NRP siderophore	fimsbactin A
MAG01586_0007_27	NI-siderophore	BGC0002567	Other	EDHA
MAG01586_0007_28	NI-siderophore	BGC0002568	Other	EDHA
MAG01586_0007_30	NI-siderophore	BGC0002527	Other	vibrioferrin
MAG01586_0007_33	NI-siderophore	BGC0000268	Polyketide	Sch-47554
MAG01586_0007_34	NI-siderophore	BGC0000678	Terpene	pentalenolactone
MAG01586_0007_9	NI-siderophore, NRPS, NRPS,T1PKS	BGC0002713	NRP	mevalagmapeptide A
MAG01586_0022_11	NI-siderophore, NRPS, NRPS,T1PKS	BGC0002050	NRP+Polyketide:Trans-AT type I polyketide	necroxime A
MAG01586_0022_12	NI-siderophore, NRPS, NRPS,T1PKS	BGC0002570	NRP+Polyketide	yersiniabactin
MAG01586_0022_13	NI-siderophore, NRPS, NRPS,T1PKS	BGC0002570	NRP+Polyketide	yersiniabactin
MAG01586_0022_14	NI-siderophore, NRPS, NRPS,T1PKS	BGC0002570	NRP+Polyketide	yersiniabactin
MAG01586_0022_15	NI-siderophore, NRPS, NRPS,T1PKS	BGC0000467, BGC0001055	NRP, NRP+Polyketide	yersiniabactin
MAG01586_0022_17	NI-siderophore, NRPS, NRPS,T1PKS	BGC0002570	NRP+Polyketide	yersiniabactin
MAG01586_0022_19	NI-siderophore, NRPS, NRPS,T1PKS	BGC0001055	NRP+Polyketide	yersiniabactin
MAG01586_0022_20	NI-siderophore, NRPS, NRPS,T1PKS	BGC0002715	NRP+Polyketide	HTTPCA
MAG01586_0022_21	NI-siderophore, NRPS, NRPS,T1PKS	BGC0001186	Polyketide	misakinolide A
MAG01586_0022_5	NI-siderophore, NRPS, NRPS,T1PKS	BGC0000103	Polyketide	mycolactone B
MAG01586_0022_9	NI-siderophore, NRPS, NRPS,T1PKS	BGC0001055	NRP+Polyketide	yersiniabactin
MAG01586_0086_1	betalactone	BGC0001945	NRP	chloromyxamide
MAG01586_0086_10	betalactone	BGC0002715	NRP+Polyketide	HTTPCA
MAG01586_0086_11	betalactone	BGC0002246	Terpene	naematolin
MAG01586_0086_12	betalactone	BGC0002357	Polyketide+Other	neomediomycin B
MAG01586_0086_2	betalactone	BGC0002351	NRP	thanafactin A
MAG01586_0086_3	betalactone	BGC0002373	NRP	bonnevillamide D
MAG01586_0086_4	betalactone	BGC0002543	NRP	acrophiarin
MAG01586_0086_5	betalactone	BGC0001441	Other	belactosin A
MAG01586_0086_6	betalactone	BGC0001241	Terpene	ergotamine
MAG01963_0002_1	T3PKS	BGC0000566	RiPP:LAP	streptolysin S
MAG01963_0002_109	T3PKS	BGC0001214	NRP	marformycin A
MAG01963_0002_11	T3PKS	BGC0000895	Other	citrulline
MAG01963_0002_115	T3PKS	BGC0001083	Terpene+Polyketide:Type III polyketide	merochlorin A
MAG01963_0002_116	T3PKS	BGC0001083	Terpene+Polyketide:Type III polyketide	merochlorin A
MAG01963_0002_117	T3PKS	BGC0001848	Other	diazaquinomycin H
MAG01963_0002_118	T3PKS	BGC0001078	Terpene+Polyketide	furaquinocin B
MAG01963_0002_120	T3PKS	BGC0001079	Terpene+Polyketide:Type III polyketide	napyradiomycin A80915C
MAG01963_0002_127	T3PKS	BGC0000033, BGC0002362	Polyketide	calicheamicin, loseolamycin A1
MAG01963_0002_134	T3PKS	BGC0002087	NRP+Polyketide	gladiostatin A
MAG01963_0002_138	T3PKS	BGC0000182	Polyketide:Iterative type I polyketide+Polyketide:Trans-AT type I polyketide	pseudomonic acid A
MAG01963_0002_2	T3PKS	BGC0000566	RiPP:LAP	streptolysin S
MAG01963_0002_3	T3PKS	BGC0000566	RiPP:LAP	streptolysin S
MAG01963_0002_4	T3PKS	BGC0000566	RiPP:LAP	streptolysin S
MAG01963_0002_5	T3PKS	BGC0000566	RiPP:LAP	streptolysin S
MAG01963_0002_6	T3PKS	BGC0000566	RiPP:LAP	streptolysin S
MAG01963_0002_7	T3PKS	BGC0000566	RiPP:LAP	streptolysin S
MAG01963_0002_8	T3PKS	BGC0000566	RiPP:LAP	streptolysin S
MAG01963_0002_9	T3PKS	BGC0000566	RiPP:LAP	streptolysin S
MAG01963_0004_28	RiPP-like	BGC0000526	RiPP:Lanthipeptide	macedocin
MAG01963_0004_34	RiPP-like	BGC0000780	Saccharide	O&K-antigen
MAG02208_0095_3	NRP-metallophore,NRPS	BGC0001416	NRP	nunapeptin
MAG02208_0158_3	NRP-metallophore,NRPS	BGC0002494	NRP	vibriobactin
MAG02208_0179_4	NRP-metallophore,NRPS	BGC0002476	NRP	enterobactin
MAG02208_0357_1	NRP-metallophore,NRPS,T1PKS	BGC0000607	RiPP:Thiopeptide	micrococcin P1
MAG02283_0022_10	T1PKS	BGC0001457	NRP	jomthonic acid A
MAG02283_0022_15	T1PKS	BGC0002381	Alkaloid+Polyketide	tambjamine BE-18591
MAG02296_0023_36	T1PKS	BGC0002073	NRP	dehydroxynocardamine
MAG02324_0024_26	NRPS	BGC0002328	RiPP	Rc-AIP1
MAG02388_0003_9	T1PKS	BGC0001694	Polyketide	neoabyssomicin
MAG02596_0042_10	arylpolyene	BGC0000727	Saccharide	indigoidine
MAG02648_0005_10	NRPS, opine-like-metallophore	BGC0000093	Polyketide	meilingmycin
MAG02755_0006_26	furan	BGC0000187	Polyketide:Type II polyketide	asukamycin
MAG02792_0009_58	RRE-containing, lanthipeptide-class-ii	BGC0002667	RiPP	estericin A
MAG02794_0018_4	NRP-metallophore,NRPS	BGC0002476	NRP	enterobactin
MAG02794_0020_7	NRP-metallophore,NRPS,T1PKS, T1PKS	BGC0001055	NRP+Polyketide	yersiniabactin
MAG02794_0020_8	NRP-metallophore,NRPS,T1PKS, T1PKS	BGC0001055	NRP+Polyketide	yersiniabactin
MAG02794_0265_3	NRP-metallophore,NRPS,T1PKS, T1PKS	BGC0001055	NRP+Polyketide	yersiniabactin
MAG02799_0001_112	NRP-metallophore,NRPS	BGC0001364	RiPP	cinnamycin B
MAG02799_0001_113	NRP-metallophore,NRPS	BGC0001522	Polyketide	auroramycin
MAG02799_0001_116	NRP-metallophore,NRPS	BGC0002697	NRP+Polyketide	clipibicyclene
MAG02799_0001_120	NRP-metallophore,NRPS	BGC0001196	NRP	desotamide
MAG02799_0001_121	NRP-metallophore,NRPS	BGC0000704	Saccharide	kanamycin
MAG02799_0001_123	NRP-metallophore,NRPS	BGC0001580	Polyketide	ebelactone
MAG02799_0001_128	NRP-metallophore,NRPS	BGC0002476	NRP	enterobactin
MAG02799_0001_129	NRP-metallophore,NRPS	BGC0002476	NRP	enterobactin
MAG02799_0001_130	NRP-metallophore,NRPS	BGC0002476	NRP	enterobactin
MAG02799_0001_131	NRP-metallophore,NRPS	BGC0002476	NRP	enterobactin
MAG02799_0001_132	NRP-metallophore,NRPS	BGC0002476	NRP	enterobactin
MAG02799_0001_133	NRP-metallophore,NRPS	BGC0002476	NRP	enterobactin
MAG02799_0001_134	NRP-metallophore,NRPS	BGC0002476	NRP	enterobactin
MAG02799_0001_135	NRP-metallophore,NRPS	BGC0002476	NRP	enterobactin
MAG02799_0001_136	NRP-metallophore,NRPS	BGC0002476	NRP	enterobactin
MAG02799_0001_137	NRP-metallophore,NRPS	BGC0002476	NRP	enterobactin
MAG02799_0001_138	NRP-metallophore,NRPS	BGC0002413	NRP	frederiksenibactin
MAG02799_0001_139	NRP-metallophore,NRPS	BGC0002467	NRP	thermochelin
MAG02799_0001_140	NRP-metallophore,NRPS	BGC0002680	NRP	viobactin
MAG02799_0001_141	NRP-metallophore,NRPS	BGC0002679	NRP	chromobactin
MAG02799_0001_142	NRP-metallophore,NRPS	BGC0002503	NRP+Polyketide	chitinimide B
MAG02799_0001_145	NRP-metallophore,NRPS	BGC0001196	NRP	desotamide
MAG02799_0001_146	NRP-metallophore,NRPS	BGC0001196	NRP	desotamide
MAG02799_0001_148	NRP-metallophore,NRPS	BGC0000273	Polyketide:Type II polyketide+Saccharide:Hybrid/tailoring saccharide	steffimycin D
MAG02799_0001_149	NRP-metallophore,NRPS	BGC0001593, BGC0001764	NRP	ficellomycin, s56-p1
MAG02799_0001_150	NRP-metallophore,NRPS	BGC0001818	NRP	vazabitide A
MAG02799_0001_153	NRP-metallophore,NRPS	BGC0000446	NRP:Pyrrolobenzodiazepine	tilivalline
MAG02799_0001_154	NRP-metallophore,NRPS	BGC0000446	NRP:Pyrrolobenzodiazepine	tilivalline
MAG02799_0002_159	redox-cofactor	BGC0002673	Polyketide+Alkaloid	iminimycin A
MAG02799_0002_160	redox-cofactor	BGC0000093	Polyketide	meilingmycin
MAG02799_0002_163	redox-cofactor	BGC0000413	NRP	Pf-5 pyoverdine
MAG02799_0002_164	redox-cofactor	BGC0001405	Polyketide	chaetoviridin E
MAG02799_0002_166	redox-cofactor	BGC0001100	NRP+Polyketide	lankacidin C
MAG02799_0002_168	redox-cofactor	BGC0001100	NRP+Polyketide	lankacidin C
MAG02799_0002_169	redox-cofactor	BGC0001100	NRP+Polyketide	lankacidin C
MAG02799_0002_170	redox-cofactor	BGC0002438	Alkaloid	sporidesmin A
MAG02799_0002_171	redox-cofactor	BGC0000413	NRP	Pf-5 pyoverdine
MAG02799_0002_172	redox-cofactor	BGC0000344	NRP	entolysin
MAG02799_0002_173	redox-cofactor	BGC0000084	Polyketide	laidlomycin
MAG02799_0002_175	redox-cofactor	BGC0000376	NRP	JBIR-34
MAG02799_0002_176	redox-cofactor	BGC0002620, BGC0002683	Other	fulvivirgamide A2, schizokinen
MAG02799_0006_21	thiopeptide	BGC0001285	Other:Fatty acid	pseudopyronine A
MAG02799_0006_24	thiopeptide	BGC0001283	Polyketide	arsono-polyketide
MAG02799_0006_26	thiopeptide	BGC0000781	Saccharide	O-antigen
MAG02799_0006_27	thiopeptide	BGC0000781, BGC0000784	Saccharide	O-antigen
MAG02799_0021_59	NRPS-like	BGC0000448	NRP	tomaymycin
MAG02799_0022_8	arylpolyene	BGC0000806	Saccharide	phosphonoglycans
MAG03108_0040_1	NRPS	BGC0000498	RiPP:Lanthipeptide	bovicin HJ50
MAG03367_0006_44	RiPP-like	BGC0000619, BGC0001602	RiPP	gassericin T, gassericin-T
MAG03631_0009_1	NRPS, RiPP-like	BGC0000452	NRP	tyrocidine
MAG03652_0012_45	RiPP-like	BGC0000619, BGC0001602	RiPP	gassericin T, gassericin-T
MAG03658_0058_2	arylpolyene	BGC0000839	Other	flexirubin
MAG03715_0031_6	furan	BGC0000700	Saccharide	istamycin
MAG03875_0068_2	RiPP-like, lanthipeptide-class-ii	BGC0000195	Polyketide:Type II polyketide	alnumycin A
MAG04098_0020_37	RiPP-like	BGC0000498, BGC0000561	RiPP:Lanthipeptide	bovicin HJ50, thermophilin 1277
MAG04180_0059_1	RiPP-like	BGC0001972	Other	toxoflavin
MAG04205_0011_27	lanthipeptide-class-ii	BGC0000615	RiPP:Thiopeptide	TP-1161
MAG04316_0003_60	furan	BGC0000053	Polyketide	elaiophylin
MAG04316_0003_62	furan	BGC0000914	Other	methylenomycin A
MAG04316_0003_63	furan	BGC0000257	Polyketide	prodigiosin
MAG04316_0008_13	furan	BGC0001656	Polyketide	luminaolide
MAG04331_0191_2	RiPP-like	BGC0002639	NRP	phospho-tyrolose
MAG04342_0010_55	RiPP-like, lanthipeptide-class-ii	BGC0000470	RiPP:Bottromycin	bottromycin D
MAG04528_0356_2	NRP-metallophore,NRPS	BGC0002571	NRP	pyoverdine DC3000
MAG04539_0061_6	NRP-metallophore,NRPS	BGC0001283	Polyketide	arsono-polyketide
MAG04847_0008_78	terpene	BGC0000001	Polyketide:Modular type I polyketide	abyssomicin C
MAG04847_0008_87	terpene	BGC0000637	Terpene	carotenoid
MAG04848_0008_3	NAPAA	BGC0000315	NRP:Lipopeptide:Ca+-dependent lipopeptide	CDA1b
MAG04848_0008_6	NAPAA	BGC0002174	NRP	ε-Poly-L-lysine
MAG04848_0012_26	NRP-metallophore,NRPS	BGC0002425	RiPP	stlassin
MAG04848_0054_4	NAPAA	BGC0002390	Terpene	zealexin A1
MAG04865_0004_20	RiPP-like, lanthipeptide-class-ii	BGC0001593	NRP	ficellomycin
MAG04876_0010_107	NRP-metallophore,NRPS	BGC0002571	NRP	pyoverdine DC3000
MAG05012_0001_300	NRP-metallophore,NRPS	BGC0001106	NRP+Polyketide	oxalomycin B
MAG05012_0001_301	NRP-metallophore,NRPS	BGC0001522	Polyketide	auroramycin
MAG05012_0001_304	NRP-metallophore,NRPS	BGC0002697	NRP+Polyketide	clipibicyclene
MAG05012_0001_308	NRP-metallophore,NRPS	BGC0001196	NRP	desotamide
MAG05012_0001_309	NRP-metallophore,NRPS	BGC0000704, BGC0000705	Saccharide	kanamycin
MAG05012_0001_315	NRP-metallophore,NRPS	BGC0002476	NRP	enterobactin
MAG05012_0001_316	NRP-metallophore,NRPS	BGC0002476	NRP	enterobactin
MAG05012_0001_317	NRP-metallophore,NRPS	BGC0002476	NRP	enterobactin
MAG05012_0001_318	NRP-metallophore,NRPS	BGC0002476	NRP	enterobactin
MAG05012_0001_319	NRP-metallophore,NRPS	BGC0002476	NRP	enterobactin
MAG05012_0001_320	NRP-metallophore,NRPS	BGC0002476	NRP	enterobactin
MAG05012_0001_321	NRP-metallophore,NRPS	BGC0002476	NRP	enterobactin
MAG05012_0001_324	NRP-metallophore,NRPS	BGC0002476	NRP	enterobactin
MAG05012_0001_325	NRP-metallophore,NRPS	BGC0002413	NRP	frederiksenibactin
MAG05012_0001_326	NRP-metallophore,NRPS	BGC0000270, BGC0001072	Polyketide, Saccharide+Polyketide:Modular type I polyketide+Polyketide:Type II polyketide+Other:Aminocoumarin	simocyclinone D8
MAG05012_0001_327	NRP-metallophore,NRPS	BGC0002680	NRP	viobactin
MAG05012_0001_328	NRP-metallophore,NRPS	BGC0002679	NRP	chromobactin
MAG05012_0001_329	NRP-metallophore,NRPS	BGC0002503	NRP+Polyketide	chitinimide B
MAG05012_0001_330	NRP-metallophore,NRPS	BGC0001818	NRP	vazabitide A
MAG05012_0001_331	NRP-metallophore,NRPS	BGC0001593	NRP	ficellomycin
MAG05012_0001_333	NRP-metallophore,NRPS	BGC0001740	NRP+Polyketide	phthoxazolin
MAG05012_0001_336	NRP-metallophore,NRPS	BGC0001196	NRP	desotamide
MAG05012_0001_337	NRP-metallophore,NRPS	BGC0001196	NRP	desotamide
MAG05012_0001_338	NRP-metallophore,NRPS	BGC0001184	Other	bacilysin
MAG05012_0001_339	NRP-metallophore,NRPS	BGC0002536	NRP	alazopeptin
MAG05012_0014_65	thiopeptide	BGC0001764	NRP	s56-p1
MAG05012_0014_66	thiopeptide	BGC0001957, BGC0002054	Polyketide, Polyketide+NRP+Saccharide	amipurimycin
MAG05012_0014_73	thiopeptide	BGC0001285	Other:Fatty acid	pseudopyronine A
MAG05012_0014_76	thiopeptide	BGC0001283	Polyketide	arsono-polyketide
MAG05012_0014_79	thiopeptide	BGC0000781, BGC0000784	Saccharide	O-antigen
MAG05046_0010_30	NAPAA	BGC0002358	Polyketide	cyclofaulknamycin
MAG05049_0057_10	terpene	BGC0002455	Polyketide	lagriene
MAG05049_0057_4	terpene	BGC0001448	NRP:Lipopeptide:Ca+-dependent lipopeptide	malacidin A
MAG05049_0057_5	terpene	BGC0000637	Terpene	carotenoid
MAG05049_0057_6	terpene	BGC0000644	Terpene	carotenoid
MAG05049_0057_7	terpene	BGC0000637	Terpene	carotenoid
MAG05049_0057_9	terpene	BGC0000644	Terpene	carotenoid
MAG05049_0063_6	terpene	BGC0000016	Other	amphotericin B
MAG05049_0063_7	terpene	BGC0000391	NRP	methylpendolmycin
MAG05049_0073_4	terpene	BGC0000344	NRP	entolysin
MAG05049_0073_6	terpene	BGC0001972	Other	toxoflavin
MAG05142_0107_1	lanthipeptide-class-ii	BGC0000203	Polyketide	BE-7585A
MAG05177_0002_96	lanthipeptide-class-ii	BGC0001435	NRP+Polyketide:Iterative type I polyketide	ikarugamycin
MAG05405_0001_135	NI-siderophore, NRPS, NRPS,T1PKS	BGC0002691	NRP	amphibactin B
MAG05405_0001_136	NI-siderophore, NRPS, NRPS,T1PKS	BGC0000972	NRP+Polyketide:Modular type I polyketide+Polyketide:Trans-AT type I polyketide	N-myristoyl-D-asparagine
MAG05405_0001_236	NI-siderophore, NRPS, NRPS,T1PKS	BGC0002679	NRP	chromobactin
MAG05450_0001_255	NAPAA, NRP-metallophore	BGC0002384	NRP	lysocin E
MAG05450_0001_256	NAPAA, NRP-metallophore	BGC0000315	NRP:Lipopeptide:Ca+-dependent lipopeptide	CDA1b
MAG05450_0001_257	NAPAA, NRP-metallophore	BGC0001114	NRP+Polyketide	thailanstatin A
MAG05450_0001_261	NAPAA, NRP-metallophore	BGC0000466	NRP	yatakemycin
MAG05450_0001_262	NAPAA, NRP-metallophore	BGC0001281	Polyketide	ustilagic acid
MAG05450_0001_263	NAPAA, NRP-metallophore	BGC0002571	NRP	pyoverdine DC3000
MAG05450_0001_267	NAPAA, NRP-metallophore	BGC0000341	NRP	enduracidin
MAG05450_0001_269	NAPAA, NRP-metallophore	BGC0000294	NRP	acinetobactin
MAG05450_0001_270	NAPAA, NRP-metallophore	BGC0000294	NRP	acinetobactin
MAG05450_0001_271	NAPAA, NRP-metallophore	BGC0000294	NRP	acinetobactin
MAG05450_0001_272	NAPAA, NRP-metallophore	BGC0000294	NRP	acinetobactin
MAG05450_0001_273	NAPAA, NRP-metallophore	BGC0000294	NRP	acinetobactin
MAG05450_0001_275	NAPAA, NRP-metallophore	BGC0000294	NRP	acinetobactin
MAG05450_0001_276	NAPAA, NRP-metallophore	BGC0000294	NRP	acinetobactin
MAG05450_0001_277	NAPAA, NRP-metallophore	BGC0000294	NRP	acinetobactin
MAG05450_0001_278	NAPAA, NRP-metallophore	BGC0000294	NRP	acinetobactin
MAG05450_0001_279	NAPAA, NRP-metallophore	BGC0000294	NRP	acinetobactin
MAG05450_0001_280	NAPAA, NRP-metallophore	BGC0000294	NRP	acinetobactin
MAG05450_0001_281	NAPAA, NRP-metallophore	BGC0000294	NRP	acinetobactin
MAG05450_0001_282	NAPAA, NRP-metallophore	BGC0000294	NRP	acinetobactin
MAG05450_0001_283	NAPAA, NRP-metallophore	BGC0000294	NRP	acinetobactin
MAG05450_0001_284	NAPAA, NRP-metallophore	BGC0000294	NRP	acinetobactin
MAG05450_0001_286	NAPAA, NRP-metallophore	BGC0000294	NRP	acinetobactin
MAG05450_0001_287	NAPAA, NRP-metallophore	BGC0000294	NRP	acinetobactin
MAG05450_0001_288	NAPAA, NRP-metallophore	BGC0000294	NRP	acinetobactin
MAG05450_0001_290	NAPAA, NRP-metallophore	BGC0000354	NRP	friulimicin A
MAG05450_0001_491	NAPAA, NRP-metallophore	BGC0002153	Polyketide	lasonolide A
MAG05450_0001_492	NAPAA, NRP-metallophore	BGC0000031	Polyketide:Modular type I polyketide	borrelidin
MAG05450_0001_493	NAPAA, NRP-metallophore	BGC0002379	NRP	MA026
MAG05450_0001_495	NAPAA, NRP-metallophore	BGC0000065	Polyketide:Iterative type I polyketide	rustmicin
MAG05450_0001_503	NAPAA, NRP-metallophore	BGC0002535	NRP	γ-poly-L-2,4-diaminobutyric acid
MAG05450_0001_505	NAPAA, NRP-metallophore	BGC0001111	NRP+Polyketide:Trans-AT type I polyketide	rhizopodin
MAG05450_0001_509	NAPAA, NRP-metallophore	BGC0000761	Saccharide	exopolysaccharide
MAG05450_0001_512	NAPAA, NRP-metallophore	BGC0002680	NRP	viobactin
MAG05450_0001_515	NAPAA, NRP-metallophore	BGC0000780	Saccharide	O&K-antigen
MAG05450_0004_158	NI-siderophore, redox-cofactor	BGC0001964	Polyketide	alkylpyrone-407
MAG05450_0004_159	NI-siderophore, redox-cofactor	BGC0001964	Polyketide	alkylpyrone-407
MAG05450_0004_160	NI-siderophore, redox-cofactor	BGC0002473	NRP	propanochelin
MAG05450_0004_161	NI-siderophore, redox-cofactor	BGC0002473	NRP	propanochelin
MAG05450_0004_164	NI-siderophore, redox-cofactor	BGC0001100	NRP+Polyketide	lankacidin C
MAG05450_0004_165	NI-siderophore, redox-cofactor	BGC0001100	NRP+Polyketide	lankacidin C
MAG05450_0004_167	NI-siderophore, redox-cofactor	BGC0001100	NRP+Polyketide	lankacidin C
MAG05450_0004_168	NI-siderophore, redox-cofactor	BGC0001365	NRP	clapurines
MAG05450_0004_33	NI-siderophore, redox-cofactor	BGC0002716	NRP	gamexpeptide A
MAG05450_0004_34	NI-siderophore, redox-cofactor	BGC0002716	NRP	gamexpeptide A
MAG05450_0004_39	NI-siderophore, redox-cofactor	BGC0001008	Polyketide:Iterative type I polyketide+Polyketide:Enediyne type I polyketide	maduropeptin
MAG05450_0004_41	NI-siderophore, redox-cofactor	BGC0001095	NRP	fengycin
MAG05450_0004_42	NI-siderophore, redox-cofactor	BGC0000407	NRP	plipastatin
MAG05450_0004_43	NI-siderophore, redox-cofactor	BGC0000380	NRP+Polyketide:Modular type I polyketide	leupyrrin
MAG05450_0004_46	NI-siderophore, redox-cofactor	BGC0002471	Other	baumannoferrin A
MAG05450_0004_47	NI-siderophore, redox-cofactor	BGC0002471	Other	baumannoferrin A
MAG05450_0004_48	NI-siderophore, redox-cofactor	BGC0002471	Other	baumannoferrin A
MAG05450_0004_49	NI-siderophore, redox-cofactor	BGC0002471	Other	baumannoferrin A
MAG05450_0004_50	NI-siderophore, redox-cofactor	BGC0002471	Other	baumannoferrin A
MAG05450_0004_51	NI-siderophore, redox-cofactor	BGC0002471	Other	baumannoferrin A
MAG05450_0004_52	NI-siderophore, redox-cofactor	BGC0002471	Other	baumannoferrin A
MAG05450_0004_53	NI-siderophore, redox-cofactor	BGC0002471	Other	baumannoferrin A
MAG05450_0004_54	NI-siderophore, redox-cofactor	BGC0002471	Other	baumannoferrin A
MAG05450_0004_55	NI-siderophore, redox-cofactor	BGC0002471	Other	baumannoferrin A
MAG05450_0004_57	NI-siderophore, redox-cofactor	BGC0002471	Other	baumannoferrin A
MAG05450_0004_58	NI-siderophore, redox-cofactor	BGC0001196	NRP	desotamide
MAG05450_0005_244	betalactone	BGC0000365	NRP	glycopeptidolipid
MAG05450_0005_245	betalactone	BGC0002377	NRP	WS9326B
MAG05450_0005_246	betalactone	BGC0002069	Other:Aminocoumarin	styrolide A
MAG05450_0005_247	betalactone	BGC0002455	Polyketide	lagriene
MAG05450_0005_248	betalactone	BGC0001095	NRP	fengycin
MAG05450_0005_249	betalactone	BGC0002284	Other	corynecin III
MAG05450_0005_250	betalactone	BGC0001459	NRP:Glycopeptide	decaplanin
MAG05450_0005_251	betalactone	BGC0002284	Other	corynecin III
MAG05450_0005_252	betalactone	BGC0001103	NRP+Polyketide	mycosubtilin
MAG05450_0005_254	betalactone	BGC0001103	NRP+Polyketide	mycosubtilin
MAG05450_0005_257	betalactone	BGC0000469	RiPP:Bottromycin	bottromycin A2
MAG05450_0005_258	betalactone	BGC0002421	NRP	malleobactin LB400
MAG05450_0011_34	NRPS,hserlactone	BGC0002217	Terpene	HEx-tc3 terpene
MAG05450_0011_36	NRPS,hserlactone	BGC0000872	Other	A-90289 A
MAG05450_0011_38	NRPS,hserlactone	BGC0000340	NRP	echoside A
MAG05450_0011_43	NRPS,hserlactone	BGC0000379	NRP	glycinocin A
MAG05450_0011_50	NRPS,hserlactone	BGC0000182	Polyketide:Iterative type I polyketide+Polyketide:Trans-AT type I polyketide	pseudomonic acid A
MAG05450_0011_54	NRPS,hserlactone	BGC0001564	NRP+Polyketide	cusperin
MAG05450_0011_55	NRPS,hserlactone	BGC0001467	NRP:Cyclic depsipeptide+Polyketide:Modular type I polyketide	hapalosin
MAG05450_0011_56	NRPS,hserlactone	BGC0001968	NRP	cadaside A
MAG05450_0011_57	NRPS,hserlactone	BGC0001952	NRP	minutissamide A
MAG05450_0011_58	NRPS,hserlactone	BGC0001480	Other	tundrenone
MAG05450_0011_60	NRPS,hserlactone	BGC0001437	NRP	obafluorin
MAG05450_0011_61	NRPS,hserlactone	BGC0002523	NRP	desertomycin B
MAG05450_0011_62	NRPS,hserlactone	BGC0002455	Polyketide	lagriene
MAG05450_0011_63	NRPS,hserlactone	BGC0000269	Polyketide:Type II polyketide+Saccharide:Hybrid/tailoring saccharide	SF2575
MAG05450_0011_64	NRPS,hserlactone	BGC0000407, BGC0001103	NRP, NRP+Polyketide	mycosubtilin, plipastatin
MAG05450_0011_65	NRPS,hserlactone	BGC0002455	Polyketide	lagriene
MAG05450_0011_66	NRPS,hserlactone	BGC0002455	Polyketide	lagriene
MAG05450_0011_67	NRPS,hserlactone	BGC0002455	Polyketide	lagriene
MAG05450_0011_69	NRPS,hserlactone	BGC0000896	Other	cycloserine
MAG05633_0100_1	NRP-metallophore,NRPS	BGC0001740	NRP+Polyketide	phthoxazolin
MAG05633_0100_3	NRP-metallophore,NRPS	BGC0001593	NRP	ficellomycin
MAG05633_0100_4	NRP-metallophore,NRPS	BGC0001818	NRP	vazabitide A
MAG05633_0100_5	NRP-metallophore,NRPS	BGC0002503	NRP+Polyketide	chitinimide B
MAG05633_0401_1	NRP-metallophore,NRPS	BGC0002536	NRP	alazopeptin
MAG05633_0401_2	NRP-metallophore,NRPS	BGC0002510	Polyketide	youssoufene A1
MAG05637_0007_145	NRP-metallophore,NRPS	BGC0002476	NRP	enterobactin
MAG05637_0007_159	NRP-metallophore,NRPS	BGC0001574	NRP	diisonitrile antibiotic SF2768
MAG05637_0007_161	NRP-metallophore,NRPS	BGC0001196	NRP	desotamide
MAG05637_0007_162	NRP-metallophore,NRPS	BGC0001196	NRP	desotamide
